,SERIAL_NUM,AUM_M13
50960,135924,1108
55654,135925,225786
39610,135926,2147078
111207,135927,492162
140308,135928,334677
17291,135929,1743706
77860,135930,528869
37304,135931,8272
56550,135932,363
52091,135933,4715
137631,135934,15818
8286,135935,21139
149416,135936,527
18449,135937,876664
136249,135938,37394
129771,135939,1588587
64140,135940,14718
129690,135941,0
25911,135942,39502
15643,135943,1080256
14306,135944,1612
68265,135945,2446888
16560,135946,253019
121619,135947,9372
135401,135948,517
108564,135949,26487
42196,135950,31128
119831,135951,3624
19491,135952,524457
4296,135953,305084
126748,135954,1045410
61185,135955,587
24391,135956,4358
78507,135957,537271
48078,135958,495731
63424,135959,548437
71003,135960,2068359
113278,135961,8322
75056,135962,2425
64019,135963,78379
9269,135964,1042951
20347,135965,2498727
4179,135966,1210311
20631,135967,102181
41221,135968,227
76244,135969,1504718
134837,135970,936
36683,135971,60386
124711,135972,964288
116569,135973,455228
78580,135974,190387
67094,135975,27295
145543,135976,226928
67654,135977,13859
13312,135978,406792
61000,135979,1908
82871,135980,23873
23129,135981,141
95479,135982,512764
79653,135983,74525
39624,135984,78135
59608,135985,1182758
70330,135986,40409
58246,135987,949
139298,135988,105417
71103,135989,1187393
35798,135990,33516
95123,135991,593452
123869,135992,11906
49965,135993,1976270
20000,135994,83978
91546,135995,27591
75530,135996,13574
89793,135997,294462
39898,135998,1044
21913,135999,35481
123885,136000,45022
53939,136001,8276
94321,136002,344779
40703,136003,11262
35514,136004,4862
66730,136005,17044
12001,136006,137829
51625,136007,8922
94037,136008,581
16059,136009,2229694
126278,136010,108959
121553,136011,23664
70845,136012,46291
35203,136013,1971171
136820,136014,16399
83410,136015,611929
17467,136016,221014
124311,136017,31930
70585,136018,15713
10136,136019,357264
74432,136020,28081
56615,136021,561
72676,136022,1457186
126724,136023,125089
81572,136024,81002
61448,136025,77664
120315,136026,806805
71911,136027,316091
20173,136028,135
127266,136029,206290
22943,136030,560019
54936,136031,875303
67517,136032,300488
116823,136033,375263
69489,136034,452444
47308,136035,1573319
45413,136036,8783
20217,136037,84275
16685,136038,12639
56344,136039,64202
2672,136040,110651
86174,136041,104
65023,136042,0
99172,136043,2115099
47146,136044,58516
85607,136045,248695
137653,136046,32759
130729,136047,661462
95847,136048,1396722
47344,136049,189009
143210,136050,844174
100148,136051,265043
132598,136052,0
8049,136053,626729
84424,136054,83743
32618,136055,20044
42562,136056,13529
124736,136057,52116
19909,136058,534247
56732,136059,506588
101498,136060,7729
24183,136061,732147
14029,136062,1382561
60407,136063,39831
143142,136064,10919
69622,136065,12794
53588,136066,1048185
13124,136067,1353487
102884,136068,66902
138823,136069,1771348
110751,136070,0
124859,136071,425578
112042,136072,505
30529,136073,393777
126290,136074,51968
16811,136075,134816
41660,136076,55
62747,136077,1135610
63975,136078,333902
46309,136079,515914
135827,136080,3169477
64433,136081,3984672
67061,136082,196978
63275,136083,64461
88962,136084,120017
46174,136085,783416
42823,136086,1211021
13386,136087,21149
145663,136088,922881
70550,136089,68136
27242,136090,1132554
45598,136091,22
135030,136092,72536
3969,136093,339334
128535,136094,143
111622,136095,7623
104464,136096,1372428
98288,136097,77448
84947,136098,105893
124069,136099,1642
62127,136100,1469951
77828,136101,137883
32979,136102,341093
107089,136103,26498
19873,136104,58911
127444,136105,1567238
65618,136106,344527
137440,136107,144632
80662,136108,10631
89891,136109,424358
51555,136110,1487241
95975,136111,1753866
5177,136112,296609
141893,136113,670493
47081,136114,134904
62885,136115,4772
8035,136116,88651
115211,136117,472
111479,136118,146249
30366,136119,525099
109223,136120,2093230
45791,136121,446366
59712,136122,13659
25533,136123,7084
6022,136124,237191
126993,136125,969760
51062,136126,24
104941,136127,537471
84219,136128,50790
97058,136129,13625
110952,136130,272006
82496,136131,93944
146309,136132,35584
118389,136133,16813
134224,136134,673616
78020,136135,1425996
17855,136136,50687
36415,136137,2736
118465,136138,90962
122308,136139,28220
87069,136140,116846
31465,136141,74065
93747,136142,14710
39070,136143,9
106493,136144,954044
1236,136145,7002
67210,136146,17568
137122,136147,46728
67998,136148,106745
4463,136149,47952
5298,136150,764595
59912,136151,668981
104696,136152,21118
148930,136153,337410
14177,136154,559369
14025,136155,22847
144287,136156,522865
113634,136157,9926
675,136158,715583
112130,136159,654913
79954,136160,545033
40939,136161,1875589
97008,136162,838352
108214,136163,2425094
128483,136164,72458
70490,136165,0
59356,136166,2806349
139898,136167,208309
50044,136168,446
145434,136169,518054
7753,136170,1373790
10926,136171,2180
52950,136172,43964
144481,136173,622519
139486,136174,33049
4969,136175,108186
89000,136176,1099175
140833,136177,15015
64478,136178,272588
35427,136179,804534
141311,136180,5336
108812,136181,44583
1686,136182,502
104937,136183,400116
101592,136184,69087
24504,136185,2125
107510,136186,0
18196,136187,1098747
26273,136188,29016
37134,136189,2857935
76457,136190,284685
68043,136191,1249396
57234,136192,645785
84070,136193,492
76822,136194,12465
118132,136195,107150
123977,136196,14
50462,136197,1329820
134813,136198,461291
71509,136199,182566
36416,136200,0
147648,136201,6989
21859,136202,208139
83369,136203,1528
75713,136204,3943
10731,136205,810724
102997,136206,1405539
50574,136207,22847
91393,136208,30607
98393,136209,94482
146109,136210,617222
951,136211,28921
146381,136212,61867
57037,136213,718099
39197,136214,16288
76218,136215,182590
51678,136216,3517225
35954,136217,215854
121949,136218,27303
108222,136219,1972512
36729,136220,9776
17394,136221,132205
78826,136222,385
43820,136223,773245
55775,136224,13373
70371,136225,141078
3865,136226,17832
64343,136227,1402461
144648,136228,1018188
93837,136229,106
45240,136230,10744
120302,136231,676304
83095,136232,321919
2259,136233,41717
65202,136234,15672
2668,136235,241827
72735,136236,11475
34307,136237,23946
18803,136238,20532
134297,136239,136284
75897,136240,1345
110932,136241,868390
85100,136242,7058
111602,136243,294476
137001,136244,0
134179,136245,3734
54456,136246,5007
80086,136247,463469
136257,136248,22929
48173,136249,98278
124426,136250,71
8750,136251,864
15582,136252,3450972
20849,136253,2044899
78770,136254,152427
63979,136255,107435
120261,136256,172742
11785,136257,168873
119894,136258,775533
36979,136259,1153
38620,136260,484
104601,136261,139622
80493,136262,706117
31360,136263,791701
28904,136264,13138
46527,136265,161072
57853,136266,68
121547,136267,41159
75081,136268,90441
97308,136269,5522
113146,136270,12031
40088,136271,24095
90676,136272,2610
50433,136273,78758
64552,136274,985015
10475,136275,6959
46040,136276,2060
117258,136277,14443
50609,136278,2076366
83214,136279,14018
79245,136280,187576
82768,136281,27256
113315,136282,1587697
1295,136283,1246878
53904,136284,0
81810,136285,2023502
119299,136286,170376
68014,136287,1290
77520,136288,16957
5364,136289,24694
15351,136290,1062019
111959,136291,459858
140523,136292,11424
11832,136293,1778738
55267,136294,1545548
117787,136295,2700
23251,136296,1442
7426,136297,2136
79647,136298,7327
104414,136299,37443
38764,136300,23872
73,136301,1550738
124293,136302,202295
133064,136303,2504279
32347,136304,18554
93384,136305,1078353
88550,136306,7284
129215,136307,173305
48713,136308,486532
104356,136309,1544402
44796,136310,0
40330,136311,15419
74742,136312,1194902
101294,136313,107328
30619,136314,34979
81590,136315,198617
131541,136316,7067
143802,136317,41039
49806,136318,12765
128368,136319,526657
73671,136320,485897
13486,136321,315182
84148,136322,208676
45381,136323,9053
94663,136324,500372
103245,136325,194410
2683,136326,17912
64293,136327,585039
120010,136328,499249
84230,136329,3194217
117250,136330,200455
113432,136331,64382
45860,136332,605664
44716,136333,935179
73709,136334,144892
38346,136335,295097
30825,136336,127809
144079,136337,756600
29272,136338,7441
93562,136339,15503
76784,136340,1433312
81902,136341,59832
132358,136342,549845
129376,136343,59827
33906,136344,1010498
40069,136345,202511
73408,136346,74146
19915,136347,81197
2305,136348,29925
32742,136349,911292
102638,136350,198130
56058,136351,1104376
135180,136352,1643
97971,136353,546267
15194,136354,94
45668,136355,1748427
114293,136356,1933998
106870,136357,215324
15864,136358,25000
132901,136359,94863
148728,136360,339270
65879,136361,1021989
84292,136362,320474
111653,136363,869800
59181,136364,24898
15968,136365,2169569
20991,136366,1335852
112966,136367,11776
27093,136368,76995
120865,136369,502182
10784,136370,527615
70817,136371,11394
93335,136372,8775
115588,136373,270770
28879,136374,152745
120254,136375,73170
57616,136376,499132
126807,136377,1118709
21592,136378,80762
119419,136379,396118
44028,136380,5073
144904,136381,263238
76702,136382,37822
1317,136383,1270652
106156,136384,40852
109154,136385,518631
148806,136386,2248935
66855,136387,279377
27636,136388,10790
99787,136389,28902
86307,136390,199258
42977,136391,611978
85596,136392,633634
43092,136393,9
127858,136394,329913
145520,136395,266189
647,136396,17453
67125,136397,17983
63198,136398,156987
147396,136399,437057
134473,136400,6243
104005,136401,161934
105732,136402,135927
130366,136403,113457
90489,136404,228831
25160,136405,100
70377,136406,3420987
27546,136407,181462
74343,136408,105819
8507,136409,8782
132334,136410,664194
19753,136411,2172433
13586,136412,18484
4458,136413,68652
41237,136414,9808
31885,136415,630147
10282,136416,1541
140675,136417,3245923
143344,136418,17789
36190,136419,765019
43729,136420,22318
107424,136421,30949
52691,136422,3123352
61592,136423,35559
68854,136424,4001299
44964,136425,428836
120548,136426,32735
140631,136427,8725
81326,136428,20146
39652,136429,1292895
82252,136430,41227
47282,136431,80415
49210,136432,956540
1210,136433,1133
87850,136434,749312
120906,136435,78674
28627,136436,1335756
140011,136437,35392
7153,136438,861
93144,136439,1194977
19686,136440,93039
45580,136441,151190
116082,136442,1444553
53679,136443,172716
128046,136444,1307277
94838,136445,135360
118461,136446,1983
12,136447,193781
136887,136448,13516
94513,136449,26942
105622,136450,17856
10538,136451,7
59072,136452,14729
112648,136453,142834
1634,136454,11061
23590,136455,35
11410,136456,317238
16499,136457,298243
40844,136458,82
79047,136459,12591
62825,136460,10287
113140,136461,75819
135829,136462,7988
71100,136463,18412
110448,136464,92999
116829,136465,168
37292,136466,1890650
145536,136467,0
30076,136468,628279
90305,136469,61741
61082,136470,303127
4571,136471,36311
72730,136472,1079802
79735,136473,1271661
49954,136474,804461
102488,136475,1108619
70646,136476,654
113557,136477,346552
112016,136478,7913
3445,136479,10587
125929,136480,3750
21412,136481,178
48678,136482,14655
126178,136483,2650545
102317,136484,406250
57175,136485,351852
51273,136486,7149
92314,136487,489265
96243,136488,117784
119149,136489,1054954
11924,136490,438172
30722,136491,29074
131025,136492,2135469
43491,136493,29951
128370,136494,23527
139021,136495,344119
84417,136496,729178
49770,136497,1065
130080,136498,532509
46233,136499,2235883
131583,136500,1377422
135585,136501,21904
41181,136502,707591
143658,136503,1250
23912,136504,207221
74113,136505,22042
140072,136506,27282
86946,136507,467396
38224,136508,2127964
92468,136509,819570
67515,136510,63
19639,136511,15562
138533,136512,11300
102790,136513,14314
9281,136514,1099499
111186,136515,589905
78130,136516,23706
137841,136517,592063
108502,136518,106002
34110,136519,1933310
75525,136520,13251
71160,136521,2032
98187,136522,44060
147530,136523,230734
134880,136524,1326469
105133,136525,226326
18912,136526,1047337
117044,136527,7743
145699,136528,209931
106944,136529,14120
93776,136530,153307
95992,136531,59181
144180,136532,287579
120181,136533,1094992
89272,136534,1156089
34811,136535,512002
28243,136536,4590
134738,136537,7923
91518,136538,73846
130492,136539,0
58189,136540,665591
59173,136541,2008941
6881,136542,1377877
82408,136543,6328
65700,136544,15901
94253,136545,71446
63204,136546,473726
146034,136547,125579
112286,136548,118217
5896,136549,11082
112844,136550,1362075
14874,136551,2900
124702,136552,1037
141930,136553,446996
44042,136554,74824
8910,136555,1513605
102593,136556,20715
113913,136557,9474
99354,136558,0
101065,136559,2703
44689,136560,24144
3917,136561,117865
72397,136562,143576
115931,136563,1609644
22687,136564,71083
140299,136565,63565
117452,136566,229252
102429,136567,11956
129477,136568,164575
148748,136569,343270
18721,136570,19554
97049,136571,810871
11969,136572,53586
126251,136573,385311
92607,136574,309173
62449,136575,12786
59873,136576,87556
10785,136577,376463
29781,136578,22915
77595,136579,144209
54251,136580,698146
126956,136581,200421
50317,136582,120647
23074,136583,36061
24806,136584,34911
24097,136585,43368
105797,136586,24779
121277,136587,795999
19023,136588,131831
85456,136589,719377
11598,136590,1008837
40106,136591,0
20671,136592,333618
143326,136593,621688
36411,136594,127787
41394,136595,1302021
77093,136596,635279
76578,136597,236867
139934,136598,177
115683,136599,71854
85373,136600,18012
113201,136601,591651
69520,136602,78827
13090,136603,9796
146500,136604,61155
39832,136605,250512
127470,136606,35569
73419,136607,912066
134579,136608,15575
38906,136609,14541
25252,136610,180400
10317,136611,1201802
109540,136612,436457
48051,136613,193853
57296,136614,893518
89169,136615,225874
126253,136616,41505
22600,136617,790279
64416,136618,13642
109805,136619,224268
93709,136620,22
72805,136621,229405
30495,136622,1269908
119563,136623,98620
5813,136624,35908
105048,136625,12167
31647,136626,14167
95029,136627,89
137717,136628,659405
144385,136629,1086602
149832,136630,490934
15663,136631,10385
12035,136632,990733
5716,136633,27108
86944,136634,197494
133042,136635,392
133576,136636,24183
88127,136637,139829
108313,136638,22091
127442,136639,1254152
47116,136640,43535
80098,136641,20868
1831,136642,117939
131241,136643,106223
2790,136644,31568
102956,136645,36629
96178,136646,950842
4387,136647,1141447
122079,136648,215910
148169,136649,1047457
50562,136650,196771
72211,136651,272431
91463,136652,16113
84353,136653,31654
136693,136654,118
6834,136655,324498
12486,136656,683232
12533,136657,6
109031,136658,4117
8884,136659,88349
146005,136660,9975
63910,136661,175582
76422,136662,131
28342,136663,6382
50098,136664,5070
43354,136665,5719
102629,136666,54082
52430,136667,11434
47301,136668,12738
51510,136669,42
50739,136670,521574
144422,136671,215814
47951,136672,17562
70348,136673,555002
82522,136674,1455
93343,136675,763675
139288,136676,3752
134630,136677,88678
62006,136678,938822
52148,136679,10486
7566,136680,93674
103096,136681,37615
107046,136682,19054
20232,136683,246
133359,136684,92706
27252,136685,84775
62514,136686,527055
97281,136687,107776
64064,136688,21418
104038,136689,312770
73019,136690,639838
71884,136691,3762
19595,136692,109023
124849,136693,50911
130613,136694,1574340
45130,136695,23556
35294,136696,73724
29117,136697,731060
147994,136698,192794
148957,136699,15296
5539,136700,3418
139856,136701,5782
31866,136702,1156
59579,136703,381545
114185,136704,2046
136018,136705,107767
68538,136706,469
106586,136707,383124
2557,136708,220947
26225,136709,53926
23764,136710,1869915
52331,136711,829959
15669,136712,387331
108366,136713,445804
18110,136714,364930
89404,136715,34677
47068,136716,212541
72013,136717,0
99992,136718,13013
114083,136719,547780
102520,136720,242618
23937,136721,27051
78403,136722,3412
71520,136723,4941
79706,136724,101344
105839,136725,114
16675,136726,689
35462,136727,1139116
73683,136728,18307
38660,136729,152218
47385,136730,10811
148483,136731,134491
59221,136732,74721
135716,136733,746463
73690,136734,3245
82321,136735,456090
114886,136736,132636
84901,136737,631017
133314,136738,63712
15392,136739,36084
12738,136740,1811
90203,136741,4255464
120479,136742,212729
125143,136743,26627
133849,136744,4286
83741,136745,31
57697,136746,400501
35317,136747,33631
128366,136748,9641
42021,136749,554725
23840,136750,10760
17624,136751,744654
2353,136752,27398
35699,136753,38504
103460,136754,10319
34457,136755,118719
130234,136756,20063
84201,136757,458912
141836,136758,1958535
29611,136759,196553
95467,136760,13652
69149,136761,3559
65266,136762,776490
37289,136763,3314777
11835,136764,123967
29922,136765,76051
123539,136766,32
52727,136767,7777
59418,136768,1251886
113065,136769,427998
60602,136770,67617
10824,136771,885547
148918,136772,541667
111640,136773,7100
34122,136774,582837
147874,136775,11893
119586,136776,28746
80416,136777,708636
105315,136778,650301
79949,136779,17856
99666,136780,1189861
94318,136781,19540
101185,136782,242742
135308,136783,87583
29944,136784,213187
56997,136785,583351
117630,136786,343078
14791,136787,193005
75262,136788,19539
44344,136789,150004
44981,136790,36417
4847,136791,14840
47968,136792,110538
37710,136793,19071
6362,136794,17
109032,136795,1036956
62201,136796,1844598
109533,136797,347477
72259,136798,520682
56349,136799,2046
23395,136800,221617
142387,136801,6771
106659,136802,670372
20774,136803,1200813
66037,136804,149
115104,136805,362028
128093,136806,123760
93896,136807,22991
70499,136808,2010
99924,136809,13024
81939,136810,245653
99384,136811,6144
148840,136812,102333
115441,136813,46728
13415,136814,112486
80440,136815,3201
64584,136816,6449
57608,136817,38860
52161,136818,218714
131630,136819,101940
509,136820,50593
74320,136821,26878
8574,136822,485960
120473,136823,4736
2258,136824,237589
142730,136825,545510
30979,136826,0
73411,136827,343836
136592,136828,471434
111328,136829,556918
120573,136830,524
106184,136831,1413452
132168,136832,23332
116554,136833,65627
57993,136834,204801
31990,136835,28677
102096,136836,252023
35178,136837,3418
101565,136838,2839
37217,136839,41059
31844,136840,316251
57761,136841,282273
8172,136842,1362013
10763,136843,131325
73314,136844,203672
6609,136845,632312
19605,136846,90461
12731,136847,645
33245,136848,2310731
127954,136849,556274
101912,136850,12570
149671,136851,115601
121564,136852,796675
133844,136853,631878
65016,136854,589994
25273,136855,268138
83687,136856,11280
48185,136857,852176
116786,136858,355320
2424,136859,2855
141623,136860,885233
109335,136861,1293065
107486,136862,1089681
50135,136863,542526
55995,136864,2657
28245,136865,260913
87245,136866,159866
3852,136867,28463
25372,136868,24007
94832,136869,1571514
139520,136870,975786
27340,136871,639096
71150,136872,22739
33447,136873,1145349
143801,136874,10881
71385,136875,1038586
103740,136876,12673
115653,136877,14969
102766,136878,236
105122,136879,145480
66459,136880,8551
17346,136881,43287
109609,136882,70226
88305,136883,431623
86654,136884,2401
70193,136885,29453
15139,136886,27026
17816,136887,41081
111307,136888,3086789
16979,136889,677055
41332,136890,14291
48760,136891,2085
44654,136892,2654
5541,136893,17466
18368,136894,60296
50498,136895,990989
110742,136896,71936
139220,136897,42
92662,136898,40766
30260,136899,1202109
17466,136900,3700
65859,136901,2002
21143,136902,822329
82835,136903,1030
14530,136904,69738
58729,136905,51779
143010,136906,42173
91679,136907,8349
148190,136908,899258
104400,136909,142415
106908,136910,515
102397,136911,615791
75369,136912,0
80931,136913,524611
107130,136914,349
2819,136915,593127
74361,136916,48630
28299,136917,628319
57507,136918,37597
21886,136919,50679
35346,136920,35327
23387,136921,530
67245,136922,182917
105881,136923,35292
117967,136924,42293
39544,136925,344744
112213,136926,407178
121246,136927,5367
121120,136928,520711
18478,136929,89434
95434,136930,689682
46179,136931,752817
93469,136932,1628848
72299,136933,245924
22330,136934,37502
126568,136935,1939892
128259,136936,532164
20603,136937,27705
25885,136938,7
34697,136939,71647
2687,136940,66720
114255,136941,10928
91730,136942,2738
93363,136943,1593604
79548,136944,107790
89323,136945,768695
28410,136946,348
120824,136947,131007
126608,136948,7739
52427,136949,10671
128280,136950,173196
144205,136951,117044
121947,136952,33187
97321,136953,14645
64050,136954,1957009
146136,136955,64864
56713,136956,41290
137070,136957,15324
145364,136958,514736
72823,136959,1039
123567,136960,8485
4957,136961,52649
127124,136962,292
25869,136963,106435
74297,136964,534563
131603,136965,10053
148773,136966,2918499
136128,136967,108024
50914,136968,611701
8013,136969,1173992
71705,136970,12526
133432,136971,12946
42404,136972,329180
131070,136973,41211
2210,136974,255640
63191,136975,2228348
73670,136976,3622
70888,136977,751
18556,136978,254668
8158,136979,66945
131747,136980,49486
93016,136981,48727
131819,136982,42833
115505,136983,57754
69594,136984,491541
27894,136985,483368
23543,136986,1105799
80928,136987,763054
87174,136988,1026192
26615,136989,21099
12723,136990,0
52792,136991,1168068
98605,136992,1167657
107387,136993,16865
87102,136994,19505
137346,136995,28383
317,136996,92990
115851,136997,40114
78782,136998,124914
16311,136999,212365
66214,137000,127294
73826,137001,699672
68137,137002,29236
140736,137003,431644
149055,137004,92986
134934,137005,316
58042,137006,379063
107957,137007,0
75456,137008,316906
140422,137009,14246
27351,137010,656079
144734,137011,338074
54531,137012,528768
137232,137013,27921
95888,137014,1661442
136530,137015,45600
13773,137016,25223
93511,137017,27932
82667,137018,442549
12813,137019,1093987
117589,137020,25868
34638,137021,96
143182,137022,0
112078,137023,891808
41558,137024,1057675
96099,137025,11812
72832,137026,21477
126031,137027,757
48134,137028,213983
7854,137029,648213
87938,137030,525579
131885,137031,1790940
97699,137032,1595
2275,137033,353468
107964,137034,545414
74241,137035,5825662
16840,137036,13023
42472,137037,48609
31407,137038,11366
18333,137039,11453
8892,137040,53795
46689,137041,132157
118575,137042,149788
104744,137043,76705
83587,137044,8190
20782,137045,25624
97922,137046,442661
108998,137047,1638683
40295,137048,91
76029,137049,136981
51253,137050,3
113680,137051,227238
74854,137052,785425
142271,137053,11563
56831,137054,217917
107560,137055,2065
53801,137056,80
120656,137057,275442
46151,137058,314636
55327,137059,9745
16621,137060,1206642
124406,137061,191112
94706,137062,0
115083,137063,624239
812,137064,241565
55455,137065,3604
87475,137066,511344
95075,137067,552454
946,137068,49535
56619,137069,0
20201,137070,929270
39421,137071,0
98939,137072,1736
5129,137073,71161
25601,137074,528353
83773,137075,760511
114750,137076,17735
59672,137077,805561
136169,137078,224031
90000,137079,743792
19936,137080,580408
75014,137081,264545
5948,137082,0
77808,137083,110327
146105,137084,404496
10625,137085,966523
147333,137086,1005397
108361,137087,629808
121610,137088,98082
68517,137089,546352
24345,137090,4554
9973,137091,608986
8461,137092,27720
16533,137093,82
27793,137094,2022411
10815,137095,351848
49462,137096,14092
110623,137097,136047
118057,137098,46115
90940,137099,26054
136175,137100,112404
108994,137101,460105
58364,137102,45470
90471,137103,27400
85042,137104,42059
112567,137105,10765
58210,137106,297261
21271,137107,662391
32360,137108,260557
43513,137109,592284
104785,137110,95775
60930,137111,5674
44899,137112,113227
86280,137113,3564
40040,137114,1478467
109254,137115,9405
148924,137116,12460
124912,137117,5878
138116,137118,21733
83376,137119,10718
24043,137120,377736
103679,137121,49505
1540,137122,1054195
58142,137123,97581
117469,137124,3488
14365,137125,351303
72012,137126,20074
57384,137127,43827
95788,137128,75403
81536,137129,658320
25169,137130,132053
31241,137131,57833
7423,137132,141046
149090,137133,105493
60942,137134,313
52853,137135,449285
112710,137136,676841
92792,137137,287582
93147,137138,6431
19128,137139,18103
108058,137140,109473
7631,137141,540489
97711,137142,35217
81489,137143,107213
113402,137144,1138160
33602,137145,15738
118314,137146,321
26856,137147,1290
50306,137148,140130
127009,137149,12351
1054,137150,15942
2026,137151,45765
62549,137152,46991
18530,137153,256530
126802,137154,231640
149549,137155,680952
60374,137156,29851
33831,137157,210391
61907,137158,10727
37146,137159,694
58942,137160,526784
30102,137161,45228
17874,137162,1078863
92226,137163,1083333
62628,137164,809
69709,137165,1586868
58415,137166,66624
55112,137167,2933
124195,137168,11295
81508,137169,89539
102664,137170,56804
83607,137171,114660
18306,137172,45614
40707,137173,11393
130351,137174,535101
81490,137175,33686
51496,137176,726943
52945,137177,1
62581,137178,892722
6963,137179,1151747
21350,137180,79758
62072,137181,246750
92376,137182,1833101
111540,137183,718130
9412,137184,1388213
92224,137185,174306
58284,137186,15232
146121,137187,69976
38698,137188,116387
127535,137189,55268
116273,137190,102
106928,137191,383180
136439,137192,49294
139817,137193,712199
23013,137194,11791
145964,137195,1441336
17345,137196,105654
87506,137197,48871
135337,137198,44296
70621,137199,30016
43865,137200,120273
79489,137201,65399
58194,137202,90232
100830,137203,1438389
67961,137204,1049621
52284,137205,36085
33608,137206,211944
115923,137207,3141686
100284,137208,889
35392,137209,221588
123105,137210,14591
111378,137211,520037
10860,137212,59301
79385,137213,91686
73621,137214,43736
133769,137215,32466
75922,137216,15302
11064,137217,17
142667,137218,223796
28541,137219,628804
9922,137220,310
56465,137221,225202
88647,137222,3543932
38590,137223,316
144151,137224,265356
102822,137225,34290
142135,137226,45797
85781,137227,1251058
57036,137228,185753
140472,137229,2767634
129140,137230,1334
46581,137231,107729
52312,137232,116425
63258,137233,17491
67545,137234,1291927
111405,137235,427793
135034,137236,373927
81342,137237,841446
89944,137238,461872
67948,137239,1341141
110026,137240,915
106244,137241,737389
19872,137242,35685
113099,137243,486235
112726,137244,0
32569,137245,740472
25047,137246,387
103638,137247,29900
60912,137248,38622
62498,137249,401650
81334,137250,12166
5198,137251,13556
121860,137252,8031
79766,137253,305702
91215,137254,1283809
21371,137255,164922
21759,137256,1248495
101781,137257,463356
83630,137258,34231
18698,137259,462638
145732,137260,34459
30033,137261,1893588
95448,137262,1510778
77500,137263,4600
16810,137264,66440
149689,137265,751142
88227,137266,350439
109927,137267,1047629
112331,137268,1062944
10856,137269,1369
35001,137270,64962
54218,137271,6358
73011,137272,135270
100470,137273,1982800
87646,137274,77069
12048,137275,689366
147849,137276,34408
60033,137277,10320
117985,137278,552545
137731,137279,2584
105114,137280,86583
95664,137281,247590
83561,137282,360
106635,137283,457849
51557,137284,1915458
141748,137285,104191
30840,137286,73696
34037,137287,363940
129226,137288,4140
136566,137289,42172
2009,137290,185842
42483,137291,12794
76996,137292,699800
8120,137293,478
72766,137294,1141711
25535,137295,15725
17629,137296,6752288
75347,137297,14135
53046,137298,62904
67566,137299,0
134634,137300,139137
134638,137301,2222646
16982,137302,64600
125959,137303,1482
63363,137304,146518
145965,137305,12445
96376,137306,1589687
133059,137307,14604
95844,137308,326787
144063,137309,20063
92929,137310,315533
80574,137311,75368
32700,137312,147347
7618,137313,30
146799,137314,211286
71345,137315,42172
77825,137316,126440
145321,137317,44629
8266,137318,73456
28211,137319,167194
104899,137320,779546
5131,137321,2077
17887,137322,391
44630,137323,12749
43885,137324,16
105287,137325,5249
92628,137326,171265
27430,137327,6094
60650,137328,6075
13928,137329,96393
29517,137330,1300745
29772,137331,79083
45451,137332,16890
15004,137333,213124
143418,137334,74058
102570,137335,869621
135475,137336,860237
136751,137337,360155
120655,137338,249522
41579,137339,313378
99528,137340,23457
35509,137341,37633
100566,137342,58051
54430,137343,11678
10209,137344,41241
44091,137345,646334
10946,137346,1227269
6367,137347,319
104279,137348,524688
97730,137349,1409796
63546,137350,414857
105102,137351,484269
144190,137352,272639
37119,137353,19985
105581,137354,267605
72090,137355,241419
84110,137356,49169
73616,137357,23526
72514,137358,259368
23696,137359,1069223
134516,137360,1081845
52740,137361,171630
54504,137362,39308
58898,137363,1086378
116220,137364,250031
112557,137365,59509
18451,137366,40134
27364,137367,4662
70612,137368,15656
62297,137369,40129
55483,137370,2715864
149574,137371,50663
41177,137372,18388
83423,137373,32444
20030,137374,947
107554,137375,64382
112060,137376,122989
21749,137377,277468
51403,137378,182203
2130,137379,59998
113420,137380,26797
41276,137381,2291059
110615,137382,44588
26502,137383,104695
106301,137384,539
122967,137385,1553355
75468,137386,77645
138900,137387,0
121863,137388,3648
76943,137389,543524
14752,137390,28970
76745,137391,551176
16426,137392,63095
4950,137393,1646777
134385,137394,32400
71119,137395,79251
108425,137396,82831
109420,137397,318703
128760,137398,105312
114848,137399,0
114877,137400,20743
12916,137401,3508
116972,137402,275693
44621,137403,327
101352,137404,36137
118198,137405,11023
91477,137406,69757
87939,137407,306748
54143,137408,1991739
14060,137409,81544
62341,137410,59308
103222,137411,8378
5395,137412,49228
51470,137413,15733
35602,137414,920181
28315,137415,311413
117957,137416,740617
15891,137417,1114221
121198,137418,1393
147411,137419,319080
17775,137420,32129
87352,137421,197
96015,137422,254778
110325,137423,6724
52169,137424,0
111262,137425,50322
29965,137426,4851
114091,137427,493345
134957,137428,671952
83125,137429,357406
75267,137430,38013
74913,137431,45081
40511,137432,7063
87679,137433,35837
35011,137434,534650
87947,137435,1240979
81193,137436,169894
87043,137437,11167
66582,137438,1641987
18587,137439,0
50096,137440,32882
14989,137441,122943
87182,137442,650062
30715,137443,567074
59896,137444,60
94687,137445,14189
139912,137446,5782
104107,137447,92
58489,137448,10487
69134,137449,126098
45818,137450,391
108970,137451,65025
108323,137452,326924
64110,137453,3604
110402,137454,24158
75729,137455,64530
55276,137456,314
38992,137457,1412
66453,137458,20149
39282,137459,2494537
99083,137460,25595
1428,137461,22991
75371,137462,198829
76785,137463,245685
4542,137464,457652
41059,137465,25
15178,137466,1151516
101137,137467,1197
57061,137468,58264
49099,137469,819657
